,Winner,R_fighter,B_fighter,WEIGHT_CLASS,METHOD,DETAIL,title_bout,date,location,attendance,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter.1,KD.1,Sig. str. %.1,Td %.1,Sub. att.1,Pass.1,Rev..1,Sig. str. Hits.1,Sig. str. Attempts.1,Total str. Hits.1,Total str. Attempts.1,Td Hits.1,Td Attempts.1,Head Hits.1,Head Attempts.1,Body Hits.1,Body Attempts.1,Leg Hits.1,Leg Attempts.1,Distance Hits.1,Distance Attempts.1,Clinch Hits.1,Clinch Attempts.1,Ground Hits.1,Ground Attempts.1,rounds,time,format,referee,url,label,match_time,DOB,Height,Reach,Stance,Weight,DOB.1,Height.1,Reach.1,Stance.1,Weight.1
42,win,Luis Pena,Steve Garcia,Lightweight,U-DEC,,0.0,29-02-2020,"Norfolk, Virginia, USA",7098.0,Luis Pena,0,0.64,0.0,1,3,0,27,42,58,95,0,1,24,38,1,2,2,2,6,15,2,3,19,24,Steve Garcia,0,0.53,1.0,1,0,0,21,39,98,153,1,1,15,32,2,3,4,4,14,27,1,1,6,11,3,00:05:00,3 Rnd (5-5-5),Mike King,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,05-07-1993,75,75, Southpaw,155,22-05-1992,72,75, Southpaw,155
43,win,Jordan Griffin,TJ Brown,Featherweight,SUB,Guillotine Choke,0.0,29-02-2020,"Norfolk, Virginia, USA",7098.0,Jordan Griffin,0,0.65,0.0,3,0,0,15,23,20,28,0,1,13,21,2,2,0,0,9,17,3,3,3,3,TJ Brown,0,0.68,1.0,0,4,0,32,47,91,119,7,7,26,39,6,7,0,1,9,22,10,10,13,15,2,00:03:38,3 Rnd (5-5-5),Mike King,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,8.63,28-02-1990,61,73, Southpaw,145,22-05-1990,69,72, Switch,145
44,win,Spike Carlyle,Aalon Cruz,Featherweight,KO/TKO,Punches,0.0,29-02-2020,"Norfolk, Virginia, USA",7098.0,Aalon Cruz,0,0.16,0.0,0,0,0,2,12,2,12,0,1,2,4,0,4,0,4,2,12,0,0,0,0,Spike Carlyle,0,0.68,0.0,0,1,0,20,29,29,38,0,0,19,27,0,1,1,1,2,6,4,5,14,18,1,00:01:25,3 Rnd (5-5-5),Scott Howard,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,1.42,20-09-1989,72,78, Switch,145,06-05-1993,68,71, Switch,145
45,win,Sean Brady,Ismail Naurdiev,Welterweight,U-DEC,,0.0,29-02-2020,"Norfolk, Virginia, USA",7098.0,Sean Brady,0,0.51,0.44,1,6,0,47,91,125,191,4,9,30,71,3,3,14,17,32,73,1,1,14,17,Ismail Naurdiev,0,0.42,0.0,0,0,0,37,87,38,88,0,1,16,64,10,10,11,13,33,79,4,8,0,0,3,00:05:00,3 Rnd (5-5-5),Scott Howard,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,23-11-1992,61,72, Orthodox,170,18-08-1996,61,74, Orthodox,170
46,win,Dan Hooker,Paul Felder,Lightweight,S-DEC,,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Paul Felder,0,0.47,0.0,0,0,0,110,230,119,243,0,1,64,170,19,26,27,34,105,218,5,12,0,0,Dan Hooker,0,0.55,0.2,0,1,0,122,221,133,234,1,5,72,161,10,13,40,47,120,217,2,4,0,0,5,00:05:00,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,25.0,25-04-1984,61,70, Orthodox,155,13-02-1990,72,75, Switch,155
47,win,Jimmy Crute,Michal Oleksiejczuk,Light Heavyweight,SUB,Kimura,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Jimmy Crute,0,0.25,0.8,1,4,0,2,8,13,23,8,10,2,7,0,1,0,0,2,6,0,2,0,0,Michal Oleksiejczuk,0,0.5,0.0,0,0,0,3,6,7,10,0,0,3,6,0,0,0,0,3,6,0,0,0,0,1,00:03:29,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,3.48,04-03-1996,74,74, Orthodox,205,22-02-1995,72,74, Southpaw,205
48,win,Xiaonan Yan,Karolina Kowalkiewicz,Women's Strawweight,U-DEC,,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Karolina Kowalkiewicz,0,0.44,0.0,1,0,0,38,85,51,103,0,1,19,55,7,14,12,16,35,79,3,6,0,0,Xiaonan Yan,0,0.52,0.83,0,3,0,93,178,157,254,5,6,59,138,20,23,14,17,73,151,7,10,13,17,3,00:05:00,3 Rnd (5-5-5),Mark Craig,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,15.0,15-10-1985,63,64, Orthodox,115,16-06-1989,65,63, Orthodox,115
49,win,Marcos Rogerio de Lima,Ben Sosoli,Heavyweight,KO/TKO,Punch,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Ben Sosoli,0,0.29,0.0,0,0,0,5,17,5,17,0,0,4,16,1,1,0,0,5,17,0,0,0,0,Marcos Rogerio de Lima,1,0.55,0.0,0,0,0,19,34,19,34,0,0,15,30,2,2,2,2,18,33,0,0,1,1,1,00:01:28,3 Rnd (5-5-5),Neil Swailes,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,1.47,10-12-1989,72,72, Southpaw,265,25-06-1985,73,75, Orthodox,253
50,win,Brad Riddell,Magomed Mustafaev,Lightweight,S-DEC,,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Brad Riddell,1,0.52,1.0,0,2,0,38,72,60,97,1,1,21,49,12,17,5,6,20,45,3,3,15,24,Magomed Mustafaev,0,0.6,0.72,0,0,0,28,46,36,56,8,11,10,23,7,11,11,12,12,27,8,10,8,9,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,30-09-1991,67,71, Orthodox,155,02-08-1988,68,71, Orthodox,155
51,win,Zubaira Tukhugov,Kevin Aguilar,Featherweight,KO/TKO,Punches,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Kevin Aguilar,0,0.32,0.0,0,0,0,9,28,9,28,0,0,4,22,3,4,2,2,9,28,0,0,0,0,Zubaira Tukhugov,2,0.77,0.0,0,0,0,28,36,28,37,0,0,26,34,2,2,0,0,15,22,0,0,13,14,1,00:03:21,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,3.35,07-09-1988,67,73, Orthodox,145,15-01-1991,68,68, Orthodox,145
52,win,Jalin Turner,Josh Culibao,Lightweight,KO/TKO,Punches,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Jalin Turner,0,0.6,0.0,3,4,0,55,91,90,129,0,1,38,65,17,25,0,1,14,37,9,15,32,39,Josh Culibao,0,0.42,0.0,0,0,0,12,28,12,30,0,3,7,21,4,6,1,1,9,23,3,5,0,0,2,00:03:01,3 Rnd (5-5-5),Mark Craig,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,8.02,18-05-1995,75,77, Southpaw,155,24-05-1994,61,73, Orthodox,155
53,win,Jake Matthews,Emil Meek,Welterweight,U-DEC,,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Jake Matthews,1,0.45,0.57,0,3,0,33,73,71,112,4,7,32,70,1,3,0,0,26,62,4,5,3,6,Emil Meek,0,0.42,0.0,0,0,0,50,118,85,162,0,1,35,95,10,12,5,11,19,78,21,29,10,11,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,19-08-1994,61,73, Orthodox,170,20-08-1988,61,74, Switch,170
54,win,Kenan Song,Callan Potter,Welterweight,KO/TKO,Punch,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Callan Potter,0,0.46,1.0,0,1,0,7,15,8,17,1,1,6,14,1,1,0,0,5,12,2,3,0,0,Kenan Song,1,0.48,0.0,0,0,0,17,35,21,40,0,0,12,29,5,6,0,0,14,29,2,5,1,1,1,00:02:20,3 Rnd (5-5-5),Neil Swailes,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,2.33,09-06-1984,72,72, Orthodox,170,10-03-1990,72,71, Orthodox,170
55,win,Kai Kara-France,Tyson Nam,Flyweight,U-DEC,,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Kai Kara-France,0,0.3,0.0,0,0,0,78,257,78,257,0,4,51,218,9,17,18,22,72,246,5,9,1,2,Tyson Nam,0,0.32,0.0,0,0,0,50,153,52,155,0,4,34,131,11,17,5,5,48,146,2,7,0,0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,26-03-1993,64,69, Orthodox,125,06-10-1983,67,68, Orthodox,125
56,win,Angela Hill,Loma Lookboonmee,Women's Strawweight,U-DEC,,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Loma Lookboonmee,0,0.4,1.0,0,0,0,53,130,68,156,1,1,24,83,15,29,14,18,43,115,10,14,0,1,Angela Hill,0,0.38,0.25,1,1,0,48,126,70,163,1,4,38,101,8,22,2,3,31,90,14,31,3,5,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,15.0,18-01-1996,61,61, Orthodox,115,12-01-1985,63,64, Orthodox,115
57,win,Priscila Cachoeira,Shana Dobson,Women's Flyweight,KO/TKO,Punch,0.0,22-02-2020,"Auckland, New Zealand",10025.0,Priscila Cachoeira,1,0.44,0.0,0,0,0,8,18,8,18,0,0,8,18,0,0,0,0,8,17,0,0,0,1,Shana Dobson,0,0.45,0.0,0,0,0,5,11,5,11,0,0,4,9,1,2,0,0,5,11,0,0,0,0,1,00:00:40,3 Rnd (5-5-5),Neil Swailes,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,0.67,19-08-1988,67,65, Orthodox,125,30-03-1989,66,69,,125
58,win,Jan Blachowicz,Corey Anderson,Light Heavyweight,KO/TKO,Punch,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Corey Anderson,0,0.4,0.0,0,0,0,11,27,11,27,0,0,4,19,3,4,4,4,11,27,0,0,0,0,Jan Blachowicz,1,0.41,0.0,0,0,0,13,31,13,31,0,0,11,27,1,3,1,1,12,29,0,1,1,1,1,00:03:08,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,3.13,22-09-1989,75,79, Orthodox,205,24-02-1983,74,78, Orthodox,205
59,win,Diego Sanchez,Michel Pereira,Welterweight,DQ,,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Diego Sanchez,0,0.39,0.0,0,0,0,25,64,29,68,0,6,6,34,10,17,9,13,23,61,1,2,1,1,Michel Pereira,1,0.58,1.0,0,0,0,53,91,56,94,2,2,20,52,28,33,5,6,39,75,10,11,4,5,3,00:03:09,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,13.15,31-12-1981,61,72, Southpaw,170,06-10-1993,73,73, Orthodox,170
60,win,Montana De La Rosa,Mara Romero Borella,Women's Flyweight,U-DEC,,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Montana De La Rosa,1,0.4,0.33,1,6,0,27,67,74,128,1,3,15,51,8,10,4,6,14,51,4,6,9,10,Mara Romero Borella,0,0.43,0.5,0,0,0,23,53,64,99,1,2,15,44,3,4,5,5,15,44,5,6,3,3,3,00:05:00,3 Rnd (5-5-5),Joe Coca,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,14-02-1995,67,68,,125,03-06-1986,66,69, Orthodox,125
61,win,Brok Weaver,Kazula Vargas,Lightweight,DQ,,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Brok Weaver,0,0.55,0.0,1,0,0,5,9,6,10,0,0,3,6,0,0,2,3,4,7,0,1,1,1,Kazula Vargas,0,0.51,0.5,0,0,0,15,29,50,64,1,2,6,14,5,10,4,5,9,21,3,5,3,3,1,00:04:02,3 Rnd (5-5-5),Robert Romero,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,4.03,05-12-1991,72,73, Southpaw,170,15-08-1985,68,71, Southpaw,155
62,win,Ray Borg,Rogerio Bontorin,Flyweight,U-DEC,,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Rogerio Bontorin,0,0.45,0.0,0,0,0,9,20,24,35,0,2,3,14,5,5,1,1,3,13,5,6,1,1,Ray Borg,0,0.77,0.52,0,6,0,35,45,60,74,10,19,35,44,0,1,0,0,2,7,12,16,21,22,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,15.0,25-04-1992,65,67, Orthodox,125,04-08-1993,64,63, Orthodox,135
63,win,Lando Vannata,Yancy Medeiros,Lightweight,U-DEC,,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Lando Vannata,0,0.52,0.0,0,0,0,99,188,100,189,0,3,36,107,29,38,34,43,98,185,1,3,0,0,Yancy Medeiros,0,0.35,0.0,0,0,0,68,193,68,193,0,1,42,163,14,17,12,13,66,191,2,2,0,0,3,00:05:00,3 Rnd (5-5-5),,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,14-03-1992,69,71, Orthodox,155,07-09-1987,61,75, Orthodox,155
64,win,Daniel Rodriguez,Tim Means,Welterweight,SUB,Guillotine Choke,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Tim Means,0,0.43,0.33,0,0,0,41,95,41,95,1,3,19,61,12,24,10,10,41,92,0,3,0,0,Daniel Rodriguez,1,0.4,0.0,1,0,0,49,121,49,121,0,0,37,107,5,7,7,7,49,119,0,2,0,0,2,00:03:37,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,8.62,20-02-1984,74,75, Orthodox,170,31-12-1986,73,74, Southpaw,170
65,win,John Dodson,Nathaniel Wood,Bantamweight,KO/TKO,Punch,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,John Dodson,1,0.54,0.0,0,0,0,39,72,57,91,0,0,31,64,5,5,3,3,31,62,4,5,4,5,Nathaniel Wood,0,0.46,1.0,0,0,0,46,99,68,124,1,1,24,63,6,15,16,21,40,92,5,6,1,1,3,00:00:16,3 Rnd (5-5-5),Joe Coca,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,10.27,26-09-1984,63,66, Orthodox,135,08-05-1993,66,69, Orthodox,135
66,win,Scott Holtzman,Jim Miller,Lightweight,U-DEC,,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Jim Miller,0,0.47,0.0,0,0,0,58,121,66,131,0,2,33,93,13,15,12,13,44,104,11,14,3,3,Scott Holtzman,0,0.44,1.0,0,1,0,88,197,120,231,1,1,77,180,5,8,6,9,70,169,10,16,8,12,3,00:05:00,3 Rnd (5-5-5),Robert Romero,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,15.0,30-08-1983,68,71, Southpaw,155,30-09-1983,69,69, Orthodox,155
67,win,Devin Clark,Dequan Townsend,Light Heavyweight,U-DEC,,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Devin Clark,0,0.72,0.75,0,3,0,39,54,122,150,3,4,19,32,13,14,7,8,9,20,3,4,27,30,Dequan Townsend,0,0.16,0.0,0,0,0,6,36,37,69,0,0,4,33,2,3,0,0,2,32,4,4,0,0,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,12-04-1990,72,75, Orthodox,205,11-05-1986,75,79, Orthodox,205
68,win,Merab Dvalishvili,Casey Kenney,Bantamweight,U-DEC,,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Casey Kenney,0,0.38,0.0,0,0,0,45,118,47,120,0,0,22,87,10,17,13,14,42,112,3,6,0,0,Merab Dvalishvili,0,0.34,0.5,0,3,0,63,181,114,241,12,24,30,137,14,23,19,21,43,156,7,8,13,17,3,00:05:00,3 Rnd (5-5-5),Joe Coca,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,15.0,20-03-1991,67,68, Southpaw,135,10-01-1991,66,68, Orthodox,135
69,win,Macy Chiasson,Shanna Young,Women's Bantamweight,U-DEC,,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Macy Chiasson,0,0.51,0.37,0,4,0,86,166,154,253,3,8,48,120,38,46,0,0,16,49,45,61,25,56,Shanna Young,0,0.56,0.0,0,1,0,40,71,50,83,0,1,32,57,7,12,1,2,24,54,16,17,0,0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,27-07-1991,61,72,,135,20-02-1991,67,65, Orthodox,135
70,win,Raulian Paiva,Mark De La Rosa,Flyweight,KO/TKO,Punch,0.0,15-02-2020,"Rio Rancho, New Mexico, USA",6449.0,Mark De La Rosa,0,0.36,0.0,0,0,0,45,124,45,124,0,2,21,91,15,24,9,9,44,122,1,2,0,0,Raulian Paiva,1,0.42,0.0,0,0,0,54,126,67,139,0,0,33,98,10,13,11,15,45,116,8,9,1,1,2,00:04:42,3 Rnd (5-5-5),Robert Romero,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,9.7,31-08-1994,66,65, Orthodox,135,17-10-1995,68,69, Orthodox,125
71,win,Jon Jones,Dominick Reyes,Light Heavyweight,U-DEC,,1.0,08-02-2020,"Houston, Texas, USA",17401.0,Jon Jones,0,0.62,0.22,0,0,0,104,166,107,170,2,9,31,74,30,39,43,53,101,161,3,5,0,0,Dominick Reyes,0,0.44,0.0,0,0,0,116,259,119,263,0,0,41,169,48,55,27,35,109,252,7,7,0,0,5,00:05:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,25.0,19-07-1987,76,84, Orthodox,205,26-12-1989,76,77, Southpaw,205
72,win,Valentina Shevchenko,Katlyn Chookagian,Women's Flyweight,KO/TKO,Punches,1.0,08-02-2020,"Houston, Texas, USA",17401.0,Valentina Shevchenko,0,0.61,1.0,0,2,0,40,65,57,82,3,3,26,48,3,4,11,13,23,48,0,0,17,17,Katlyn Chookagian,0,0.3,0.0,0,0,0,17,56,27,68,0,0,0,28,5,9,12,19,17,56,0,0,0,0,3,00:01:03,5 Rnd (5-5-5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,11.05,07-03-1988,65,66, Southpaw,125,28-12-1988,69,68, Orthodox,125
73,win,Justin Tafa,Juan Adams,Heavyweight,KO/TKO,Punch,0.0,08-02-2020,"Houston, Texas, USA",17401.0,Juan Adams,0,0.63,0.0,0,0,0,7,11,7,11,0,0,3,4,2,4,2,3,7,11,0,0,0,0,Justin Tafa,1,0.66,0.0,0,0,0,10,15,10,15,0,0,5,9,0,1,5,5,8,11,1,1,1,3,1,00:01:59,3 Rnd (5-5-5),Jeff Rexroad,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,1.98,16-01-1992,77,80, Orthodox,265,13-12-1993,72,74, Southpaw,264
74,win,Dan Ige,Mirsad Bektic,Featherweight,S-DEC,,0.0,08-02-2020,"Houston, Texas, USA",17401.0,Mirsad Bektic,0,0.28,0.3,1,6,0,17,60,29,74,3,10,14,56,3,4,0,0,14,54,3,6,0,0,Dan Ige,0,0.48,0.5,0,1,0,43,88,64,117,1,2,27,70,15,17,1,1,28,68,12,16,3,4,3,00:05:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,15.0,16-02-1991,68,70, Orthodox,145,06-08-1991,67,71, Orthodox,145
75,win,Derrick Lewis,Ilir Latifi,Heavyweight,U-DEC,,0.0,08-02-2020,"Houston, Texas, USA",17401.0,Derrick Lewis,0,0.4,0.0,0,0,0,20,50,27,58,0,1,12,39,8,10,0,1,12,38,8,12,0,0,Ilir Latifi,0,0.41,0.42,0,2,0,5,12,62,77,3,7,2,8,1,1,2,3,3,8,2,4,0,0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,07-02-1985,75,79, Orthodox,260,28-07-1983,61,73, Orthodox,205
76,win,Trevin Giles,James Krause,Middleweight,S-DEC,,0.0,08-02-2020,"Houston, Texas, USA",17401.0,Trevin Giles,0,0.47,0.0,1,3,1,71,148,88,167,0,0,63,139,6,7,2,2,36,92,7,16,28,40,James Krause,0,0.55,0.25,4,1,0,44,80,59,98,1,4,18,49,8,12,18,19,39,74,5,6,0,0,3,00:05:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,06-08-1992,72,74, Orthodox,185,04-06-1986,74,73, Orthodox,170
77,win,Lauren Murphy,Andrea Lee,Women's Flyweight,S-DEC,,0.0,08-02-2020,"Houston, Texas, USA",17401.0,Lauren Murphy,0,0.4,0.5,0,1,1,80,197,107,228,2,4,70,181,9,15,1,1,75,190,5,7,0,0,Andrea Lee,0,0.38,0.0,1,0,0,104,267,107,271,0,3,51,194,34,51,19,22,99,261,4,5,1,1,3,00:05:00,3 Rnd (5-5-5),Jeff Rexroad,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,27-07-1983,65,67, Orthodox,125,11-02-1989,66,69, Orthodox,125
78,win,Khaos Williams,Alex Morono,Welterweight,KO/TKO,Punch,0.0,08-02-2020,"Houston, Texas, USA",17401.0,Alex Morono,0,0.25,0.0,0,0,0,1,4,1,4,0,0,1,3,0,1,0,0,1,4,0,0,0,0,Khaos Williams,1,0.58,0.0,0,0,0,10,17,10,17,0,1,6,12,4,4,0,1,4,10,4,4,2,3,1,00:00:27,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,0.45,16-08-1990,61,72, Orthodox,170,30-03-1994,72,77, Orthodox,170
79,win,Mario Bautista,Miles Johns,Bantamweight,KO/TKO,Flying Knee,0.0,08-02-2020,"Houston, Texas, USA",17401.0,Miles Johns,0,0.29,0.0,0,0,0,13,44,13,44,0,0,11,42,0,0,2,2,13,44,0,0,0,0,Mario Bautista,1,0.26,0.0,0,0,0,18,67,18,67,0,0,18,64,0,0,0,3,9,57,0,0,9,10,2,00:01:41,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,6.68,30-03-1994,67,66, Orthodox,135,01-07-1993,69,69, Switch,135
80,win,Journey Newson,Domingo Pilarte,Bantamweight,KO/TKO,Punch,0.0,08-02-2020,"Houston, Texas, USA",17401.0,Domingo Pilarte,0,0.25,0.0,0,0,0,1,4,1,4,0,0,0,3,1,1,0,0,0,2,1,2,0,0,Journey Newson,1,0.6,0.0,0,0,0,6,10,7,13,0,0,6,10,0,0,0,0,1,5,0,0,5,5,1,00:00:38,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,0.63,05-01-1990,72,73, Southpaw,135,07-03-1989,65,67, Orthodox,135
81,win,Andre Ewell,Jonathan Martinez,Bantamweight,S-DEC,,0.0,08-02-2020,"Houston, Texas, USA",17401.0,Andre Ewell,0,0.45,0.0,0,0,0,80,177,85,184,0,0,32,123,43,49,5,5,78,172,2,5,0,0,Jonathan Martinez,0,0.46,0.0,0,0,0,66,142,74,151,0,3,30,88,15,27,21,27,65,141,1,1,0,0,3,00:05:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,21-01-1988,68,75, Southpaw,135,20-04-1994,68,70, Southpaw,135
82,win,Youssef Zalal,Austin Lingo,Featherweight,U-DEC,,0.0,08-02-2020,"Houston, Texas, USA",17401.0,Austin Lingo,0,0.19,1.0,0,1,0,12,61,16,68,1,1,5,47,5,10,2,4,11,56,1,5,0,0,Youssef Zalal,0,0.56,0.5,2,2,0,31,55,49,80,6,12,16,37,6,9,9,9,28,51,2,2,1,2,3,00:05:00,3 Rnd (5-5-5),Jeff Rexroad,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,15.0,10-07-1994,61,70, Orthodox,145,04-09-1996,61,72, Switch,145
83,win,Curtis Blaydes,Junior Dos Santos,Heavyweight,KO/TKO,Punches,0.0,25-01-2020,"Raleigh, North Carolina, USA",14533.0,Curtis Blaydes,0,0.46,0.0,0,0,0,28,60,29,62,0,6,20,51,3,3,5,6,19,51,9,9,0,0,Junior Dos Santos,0,0.23,0.0,0,0,0,7,30,7,30,0,0,3,23,2,4,2,3,7,30,0,0,0,0,2,00:01:06,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,6.1,18-02-1991,76,80, Orthodox,265,30-01-1984,76,77, Orthodox,238
84,win,Michael Chiesa,Rafael Dos Anjos,Welterweight,U-DEC,,0.0,25-01-2020,"Raleigh, North Carolina, USA",14533.0,Rafael Dos Anjos,0,0.38,0.0,0,0,0,14,36,23,52,0,1,2,23,4,4,8,9,14,36,0,0,0,0,Michael Chiesa,0,0.17,0.75,0,3,0,9,51,54,107,6,8,6,45,2,5,1,1,9,49,0,1,0,1,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,15.0,26-10-1984,68,70, Southpaw,170,07-12-1987,73,75, Southpaw,170
85,win,Alex Perez,Jordan Espinosa,Flyweight,SUB,Arm Triangle,0.0,25-01-2020,"Raleigh, North Carolina, USA",14533.0,Jordan Espinosa,0,0.15,0.0,0,0,0,2,13,2,13,0,0,1,9,0,0,1,4,2,13,0,0,0,0,Alex Perez,0,0.22,1.0,1,1,0,2,9,16,23,1,1,0,6,0,1,2,2,2,9,0,0,0,0,1,00:02:33,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,2.55,08-11-1989,66,69, Orthodox,125,21-03-1992,66,65, Orthodox,125
86,win,Angela Hill,Hannah Cifers,Women's Strawweight,KO/TKO,Elbows,0.0,25-01-2020,"Raleigh, North Carolina, USA",14533.0,Hannah Cifers,0,0.42,0.0,0,0,0,46,108,50,114,0,0,16,67,12,19,18,22,43,100,3,8,0,0,Angela Hill,0,0.45,1.0,0,2,0,70,155,80,170,1,1,57,136,12,18,1,1,38,106,3,6,29,43,2,00:04:26,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/e0b323dae5bf4c90,1,9.43,26-06-1992,61,62, Orthodox,115,12-01-1985,63,64, Orthodox,115
87,win,Jamahal Hill,Darko Stosic,Light Heavyweight,U-DEC,,0.0,25-01-2020,"Raleigh, North Carolina, USA",14533.0,Jamahal Hill,0,0.43,0.0,0,0,0,101,233,102,236,0,0,49,167,40,53,12,13,101,232,0,1,0,0,Darko Stosic,0,0.43,0.66,0,4,0,31,72,32,81,6,9,20,56,3,7,8,9,25,59,0,1,6,12,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90,0,15.0,19-05-1991,76,79, Southpaw,205,09-02-1992,72,76, Orthodox,205
